rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
187,"spotify:track:6qj02zSeEJGWZ4c0dn5QzJ","Harry Styles","Boyfriends","Columbia",53,53,2,"36043"
188,"spotify:track:6sS77FZh2eJfYBsFUW6hjI","Julian Sommer","Dicht im Flieger","Electrola",158,182,5,"36028"
189,"spotify:track:1RF02Cf80mTaeNXG2P2boR","Nathan Dawe, Ella Henderson","21 Reasons (feat. Ella Henderson)","Atlantic Records UK",189,-1,1,"35966"
190,"spotify:track:1SC5rEoYDGUK4NfG82494W","Lil Nas X","MONTERO (Call Me By Your Name)","Columbia",1,165,62,"35781"
191,"spotify:track:56SLMIzWKrEOWIQ5LCzKXV","Rammstein","Adieu","Rammstein",56,-1,3,"35780"
192,"spotify:track:3cHyrEgdyYRjgJKSOiOtcS","Pitbull, Kesha","Timber (feat. Ke$ha)","Mr.305/Polo Grounds Music/RCA Records",116,157,46,"35638"
193,"spotify:track:5QO79kh1waicV47BqGRL3g","The Weeknd","Save Your Tears","Republic Records",4,187,73,"35629"
194,"spotify:track:4bHsxqR3GMrXTxEPLuK5ue","Journey","Don't Stop Believin'","Columbia",114,200,159,"35608"
195,"spotify:track:6f3Slt0GbA2bPZlz0aIFXN","Tiësto","The Business","Atlantic Records",6,168,83,"35482"
196,"spotify:track:503OTo2dSqe7qk76rgsbep","Dr. Dre, Snoop Dogg","Still D.R.E.","Aftermath",34,162,16,"35370"
197,"spotify:track:6Jkm5kUldvIqxzI1Pa7nXH","Leah Kate","10 Things I Hate About You","Leah Kate, under exclusive license to 10K Projects / MDDN",90,179,8,"35319"
198,"spotify:track:2Foc5Q5nqNiosCNqttzHof","Daft Punk, Pharrell Williams, Nile Rodgers","Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit","Columbia",53,172,13,"35318"
199,"spotify:track:6I3mqTwhRpn34SLVafSH7G","Justin Bieber","Ghost","RBMG/Def Jam",64,199,34,"35155"
200,"spotify:track:5CJqhXiUiK2rVowtbeLjyd","Bonez MC, LX, The Cratez","Bob Marley","GOLD LEAGUE/RBK",12,148,5,"35036"
